datetime,symbol,hour_open,hour_high,hour_low,hour_close,hour_volume,market_period,day_progress,hour_envelope_top,hour_envelope_bot,hour_pldot,hour_oneone_high,hour_oneone_low,hour_z1b,hour_z2b,hour_z5t,hour_z6t
2024-01-17 13:00:00,AAPL,182.29,183.63,181.2,181.33,422245,lunch_session,0.54,183.87,180.96,-0.0053,183.75,181.08,0.33,4.14,3.47,2.55
2024-01-17 14:00:00,AAPL,181.31,181.65,180.3,181.26,7961392,afternoon_session,0.69,181.78,180.17,-0.0003,181.72,180.23,2.4,0.7,0.91,1.42
2024-01-17 15:00:00,AAPL,181.24,181.85,181.19,181.5,6884146,afternoon_session,0.85,181.92,181.12,0.0014,181.88,181.16,0.77,0.63,0.06,0.69
2024-01-17 16:00:00,AAPL,181.5,182.06,181.49,181.73,5015752,market_close,1.0,182.12,181.43,0.0013,182.09,181.46,0.61,0.6,0.14,0.61
2024-01-17 17:00:00,AAPL,181.74,182.33,181.74,182.24,3659950,market_close,1.0,182.39,181.68,0.0028,182.36,181.71,1.25,0.16,0.66,0.62
2024-01-17 18:00:00,AAPL,182.23,182.53,181.37,182.09,5466004,market_close,1.0,182.65,181.25,-0.0008,182.59,181.31,1.79,0.81,0.42,1.22
2024-01-17 19:00:00,AAPL,182.09,182.68,182.0,182.19,4519663,market_close,1.0,182.75,181.93,0.0006,182.71,181.97,0.48,0.87,0.47,0.71
2024-01-17 20:00:00,AAPL,182.2,182.93,182.05,182.66,6486110,market_close,1.0,183.02,181.96,0.0025,182.97,182.01,1.52,0.49,0.54,0.92
2024-01-17 21:00:00,AAPL,182.68,182.71,182.51,182.58,1252959,market_close,1.0,182.73,182.49,-0.0005,182.72,182.5,0.18,0.23,0.1,0.21
2024-01-17 22:00:00,AAPL,182.54,182.54,182.21,182.4,27904,market_close,1.0,182.57,182.18,-0.0008,182.56,182.19,0.47,0.25,0.08,0.35
2024-01-17 23:00:00,AAPL,182.45,182.5,182.3,182.45,24768,market_close,1.0,182.52,182.28,0.0,182.51,182.29,0.37,0.09,0.16,0.21
2024-01-18 00:00:00,AAPL,182.41,182.5,182.24,182.47,19521,morning_session,0.0,182.53,182.21,0.0003,182.51,182.23,0.57,0.05,0.32,0.27
2024-01-18 09:00:00,AAPL,182.55,182.83,182.2,182.2,30230,morning_session,0.0,182.89,182.14,-0.0019,182.86,182.17,0.0,1.13,1.01,0.66
2024-01-18 10:00:00,AAPL,182.3,182.55,182.11,182.55,12978,morning_session,0.08,182.59,182.07,0.0014,182.57,182.09,1.1,0.0,0.7,0.46
2024-01-18 11:00:00,AAPL,182.55,186.15,182.55,185.92,319842,morning_session,0.23,186.51,182.19,0.0185,186.33,182.37,8.42,0.41,5.02,3.78
2024-01-18 12:00:00,AAPL,185.81,187.25,185.52,186.9,455279,lunch_session,0.38,187.42,185.35,0.0059,187.34,185.43,3.45,0.63,1.65,1.82
2024-01-18 13:00:00,AAPL,185.79,187.25,182.04,185.86,792565,lunch_session,0.54,187.77,181.52,0.0004,187.51,181.78,9.55,2.5,3.89,5.47
2024-01-18 14:00:00,AAPL,185.91,187.65,185.83,187.37,12604736,afternoon_session,0.69,187.83,185.65,0.0079,187.74,185.74,3.85,0.5,2.02,1.91
2024-01-18 15:00:00,AAPL,187.36,188.16,186.59,188.09,11357926,afternoon_session,0.85,188.32,186.44,0.0039,188.24,186.52,3.73,0.13,2.27,1.64
2024-01-18 16:00:00,AAPL,188.09,188.96,187.56,188.47,10200601,market_close,1.0,189.1,187.42,0.002,189.03,187.49,2.28,0.88,0.68,1.47
2024-01-18 17:00:00,AAPL,188.49,188.53,187.5,187.85,6506433,market_close,1.0,188.63,187.4,-0.0034,188.58,187.45,0.87,1.22,0.53,1.08
2024-01-18 18:00:00,AAPL,187.85,188.26,186.75,188.16,6694677,market_close,1.0,188.41,186.6,0.0017,188.34,186.67,3.52,0.18,2.1,1.59
2024-01-18 19:00:00,AAPL,188.17,189.14,188.16,188.97,7117889,market_close,1.0,189.24,188.06,0.0043,189.19,188.11,2.04,0.3,1.04,1.03
2024-01-18 20:00:00,AAPL,188.98,189.13,188.51,188.73,10150099,market_close,1.0,189.19,188.45,-0.0013,189.16,188.48,0.55,0.72,0.29,0.65
2024-01-18 21:00:00,AAPL,188.63,188.97,188.46,188.5,3075500,market_close,1.0,189.02,188.41,-0.0007,189.0,188.43,0.1,0.85,0.69,0.54
2024-01-18 22:00:00,AAPL,188.48,188.63,187.75,188.2,205072,market_close,1.0,188.72,187.66,-0.0015,188.67,187.71,1.12,0.77,0.03,0.92
2024-01-18 23:00:00,AAPL,188.22,188.6,188.15,188.6,65854,market_close,1.0,188.64,188.1,0.002,188.62,188.13,1.12,0.0,0.72,0.47
2024-01-19 00:00:00,AAPL,188.6,188.69,188.4,188.69,37606,morning_session,0.0,188.72,188.37,0.0005,188.7,188.39,0.72,0.0,0.46,0.3
2024-01-19 09:00:00,AAPL,188.89,189.95,188.89,189.45,78933,morning_session,0.0,190.06,188.78,0.003,190.0,188.84,1.4,0.9,0.1,1.11
2024-01-19 10:00:00,AAPL,189.47,189.79,189.21,189.66,45590,morning_session,0.08,189.85,189.15,0.001,189.82,189.18,1.12,0.23,0.51,0.61
2024-01-19 11:00:00,AAPL,189.6,190.58,189.55,190.25,155972,morning_session,0.23,190.68,189.45,0.0034,190.63,189.5,1.75,0.59,0.59,1.08
2024-01-19 12:00:00,AAPL,190.16,190.2,189.55,189.84,149182,lunch_session,0.38,190.26,189.48,-0.0017,190.23,189.52,0.72,0.65,0.11,0.68
2024-01-19 13:00:00,AAPL,190.0,190.2,188.65,189.15,568757,lunch_session,0.54,190.36,188.5,-0.0045,190.28,188.57,1.25,1.89,0.88,1.63
2024-01-19 14:00:00,AAPL,189.15,189.88,188.5,189.59,11206082,afternoon_session,0.69,190.02,188.36,0.0023,189.95,188.43,2.73,0.52,1.28,1.45
2024-01-19 15:00:00,AAPL,189.59,190.16,188.91,189.79,8681832,afternoon_session,0.85,190.28,188.78,0.0011,190.22,188.85,2.2,0.67,0.82,1.31
2024-01-19 16:00:00,AAPL,189.78,190.06,189.33,189.97,5742483,market_close,1.0,190.13,189.26,0.001,190.1,189.29,1.61,0.15,0.9,0.77
2024-01-19 17:00:00,AAPL,189.97,190.64,189.9,190.56,5765469,market_close,1.0,190.71,189.83,0.0031,190.68,189.86,1.66,0.13,0.94,0.78
2024-01-19 18:00:00,AAPL,190.56,191.45,190.5,191.41,7690914,market_close,1.0,191.55,190.4,0.0045,191.5,190.45,2.3,0.06,1.41,1.0
2024-01-19 19:00:00,AAPL,191.41,191.95,191.17,191.65,7261285,market_close,1.0,192.03,191.09,0.0013,191.99,191.13,1.2,0.54,0.29,0.82
2024-01-19 20:00:00,AAPL,191.65,191.82,191.32,191.58,8733470,market_close,1.0,191.87,191.27,-0.0004,191.84,191.3,0.65,0.43,0.03,0.52
2024-01-19 21:00:00,AAPL,191.54,191.61,191.32,191.55,1961580,market_close,1.0,191.64,191.29,0.0001,191.62,191.31,0.58,0.11,0.27,0.3
2024-01-19 22:00:00,AAPL,191.55,191.59,191.39,191.41,16167,market_close,1.0,191.61,191.37,-0.0007,191.6,191.38,0.05,0.32,0.26,0.21
2024-01-19 23:00:00,AAPL,191.49,191.56,191.29,191.29,132276,market_close,1.0,191.59,191.26,-0.001,191.57,191.28,0.0,0.49,0.43,0.28
2024-01-20 00:00:00,AAPL,191.3,191.31,191.1,191.23,26804,morning_session,0.0,191.33,191.08,-0.0004,191.32,191.09,0.32,0.14,0.08,0.22
2024-01-22 09:00:00,AAPL,192.18,192.18,191.56,191.92,31925,morning_session,0.0,192.24,191.5,-0.0014,192.21,191.53,0.9,0.47,0.16,0.65
2024-01-22 10:00:00,AAPL,191.92,192.13,191.9,191.97,34114,morning_session,0.08,192.15,191.88,0.0003,192.14,191.89,0.17,0.29,0.14,0.24
2024-01-22 11:00:00,AAPL,192.03,192.18,192.0,192.02,18190,morning_session,0.23,192.2,191.98,-0.0001,192.19,191.99,0.05,0.29,0.22,0.19
2024-01-22 12:00:00,AAPL,192.0,192.72,191.95,192.54,92783,lunch_session,0.38,192.8,191.87,0.0028,192.76,191.91,1.48,0.32,0.66,0.81
2024-01-22 13:00:00,AAPL,191.97,192.78,191.86,192.18,246228,lunch_session,0.54,192.87,191.77,0.0011,192.82,191.81,0.8,1.07,0.44,0.96
2024-01-22 14:00:00,AAPL,192.15,194.72,191.92,194.46,9236415,afternoon_session,0.69,195.0,191.64,0.012,194.86,191.78,6.35,0.47,3.65,2.94
2024-01-22 15:00:00,AAPL,194.46,195.33,193.31,193.43,12727590,afternoon_session,0.85,195.53,193.11,-0.0053,195.43,193.21,0.29,3.43,2.86,2.12
2024-01-22 16:00:00,AAPL,193.45,193.99,193.15,193.69,5785515,market_close,1.0,194.07,193.07,0.0012,194.03,193.11,1.35,0.54,0.38,0.88
2024-01-22 17:00:00,AAPL,193.72,194.07,193.03,193.93,4959786,market_close,1.0,194.17,192.93,0.0011,194.12,192.98,2.24,0.25,1.21,1.09
2024-01-22 18:00:00,AAPL,193.93,194.5,193.66,194.49,4914970,market_close,1.0,194.58,193.58,0.0029,194.54,193.62,2.08,0.02,1.31,0.88
2024-01-22 19:00:00,AAPL,194.49,194.57,193.94,194.08,4486117,market_close,1.0,194.63,193.88,-0.0021,194.6,193.91,0.35,0.88,0.56,0.66
2024-01-22 20:00:00,AAPL,194.08,194.11,193.46,193.87,7120351,market_close,1.0,194.17,193.4,-0.0011,194.14,193.43,1.02,0.43,0.28,0.68
2024-01-22 21:00:00,AAPL,193.89,193.89,193.64,193.76,1766485,market_close,1.0,193.92,193.61,-0.0007,193.9,193.63,0.3,0.23,0.02,0.26
2024-01-22 22:00:00,AAPL,193.79,193.8,193.72,193.72,13639,market_close,1.0,193.81,193.71,-0.0004,193.8,193.72,0.0,0.14,0.13,0.08
2024-01-22 23:00:00,AAPL,193.75,193.97,193.7,193.89,18473,market_close,1.0,194.0,193.67,0.0007,193.98,193.69,0.47,0.14,0.18,0.28
2024-01-23 00:00:00,AAPL,193.88,193.91,193.71,193.91,13209,morning_session,0.0,193.93,193.69,0.0002,193.92,193.7,0.5,0.0,0.32,0.21
2024-01-23 09:00:00,AAPL,193.6,193.6,193.23,193.33,19591,morning_session,0.0,193.64,193.19,-0.0014,193.62,193.21,0.25,0.49,0.27,0.39
2024-01-23 10:00:00,AAPL,193.33,193.49,193.01,193.3,13449,morning_session,0.08,193.54,192.96,-0.0002,193.51,192.99,0.73,0.34,0.16,0.5
2024-01-23 11:00:00,AAPL,193.3,193.7,193.05,193.7,101705,morning_session,0.23,193.76,192.98,0.0021,193.73,193.02,1.62,0.0,1.04,0.68
2024-01-23 12:00:00,AAPL,193.69,194.5,193.62,194.5,91726,lunch_session,0.38,194.59,193.53,0.0042,194.54,193.58,2.2,0.0,1.41,0.92
2024-01-23 13:00:00,AAPL,193.67,194.87,193.3,194.37,181232,lunch_session,0.54,195.03,193.14,0.0036,194.95,193.22,2.67,0.9,0.91,1.65
2024-01-23 14:00:00,AAPL,194.39,195.75,194.01,194.8,6463498,afternoon_session,0.69,195.92,193.84,0.0021,195.84,193.92,1.98,1.71,0.26,1.83
2024-01-23 15:00:00,AAPL,194.8,194.85,193.83,194.3,6540318,afternoon_session,0.85,194.95,193.73,-0.0026,194.9,193.78,1.18,0.99,0.13,1.07
2024-01-23 16:00:00,AAPL,194.29,194.72,194.18,194.64,4330440,market_close,1.0,194.77,194.13,0.0018,194.75,194.15,1.15,0.14,0.61,0.57
2024-01-23 17:00:00,AAPL,194.63,195.21,194.5,195.14,3559109,market_close,1.0,195.28,194.42,0.0026,195.25,194.46,1.61,0.13,0.92,0.75
2024-01-23 18:00:00,AAPL,195.15,195.24,194.75,194.8,4180513,market_close,1.0,195.29,194.7,-0.0018,195.26,194.73,0.13,0.79,0.62,0.51
2024-01-23 19:00:00,AAPL,194.81,195.03,194.57,194.94,3576506,market_close,1.0,195.08,194.52,0.0007,195.05,194.55,0.93,0.16,0.45,0.48
2024-01-23 20:00:00,AAPL,194.94,195.25,194.66,195.15,7626542,market_close,1.0,195.31,194.6,0.0011,195.28,194.63,1.23,0.18,0.62,0.62
2024-01-23 21:00:00,AAPL,195.16,195.18,194.88,194.95,782887,market_close,1.0,195.21,194.85,-0.0011,195.2,194.86,0.17,0.41,0.26,0.32
2024-01-23 22:00:00,AAPL,194.92,194.94,194.81,194.86,15485,market_close,1.0,194.95,194.8,-0.0003,194.95,194.8,0.13,0.14,0.05,0.14
2024-01-23 23:00:00,AAPL,194.9,195.11,194.9,195.11,19751,market_close,1.0,195.13,194.88,0.0011,195.12,194.89,0.53,0.0,0.34,0.22
2024-01-24 00:00:00,AAPL,195.14,195.15,194.97,195.15,37116,morning_session,0.0,195.17,194.95,0.0001,195.16,194.96,0.45,0.0,0.29,0.19
2024-01-24 09:00:00,AAPL,194.9,195.49,194.82,194.83,44556,morning_session,0.0,195.56,194.75,-0.0004,195.52,194.79,0.03,1.19,1.04,0.7
2024-01-24 10:00:00,AAPL,194.85,194.9,194.73,194.8,10390,morning_session,0.08,194.92,194.71,-0.0003,194.91,194.72,0.18,0.18,0.05,0.18
2024-01-24 11:00:00,AAPL,194.8,195.3,194.8,195.29,26011,morning_session,0.23,195.35,194.75,0.0025,195.32,194.78,1.22,0.02,0.77,0.52
2024-01-24 12:00:00,AAPL,195.0,195.55,195.0,195.41,83945,lunch_session,0.38,195.6,194.94,0.0021,195.58,194.97,1.02,0.25,0.43,0.58
2024-01-24 13:00:00,AAPL,195.13,195.58,194.61,195.39,245140,lunch_session,0.54,195.68,194.51,0.0013,195.63,194.56,1.95,0.34,0.94,1.02
2024-01-24 14:00:00,AAPL,195.42,196.38,194.91,195.08,6566640,afternoon_session,0.69,196.53,194.76,-0.0017,196.45,194.84,0.43,2.34,1.81,1.54
2024-01-24 15:00:00,AAPL,195.08,196.34,194.66,195.91,8195229,afternoon_session,0.85,196.51,194.49,0.0043,196.42,194.58,3.12,0.77,1.31,1.76
2024-01-24 16:00:00,AAPL,195.91,195.99,195.27,195.86,7039597,market_close,1.0,196.06,195.2,-0.0003,196.03,195.23,1.48,0.23,0.74,0.76
2024-01-24 17:00:00,AAPL,195.86,196.08,195.51,195.75,4084289,market_close,1.0,196.14,195.45,-0.0006,196.11,195.48,0.59,0.6,0.16,0.6
2024-01-24 18:00:00,AAPL,195.74,195.74,195.14,195.29,5390445,market_close,1.0,195.8,195.08,-0.0023,195.77,195.11,0.37,0.81,0.48,0.63
2024-01-24 19:00:00,AAPL,195.28,195.39,194.69,194.91,4576776,market_close,1.0,195.46,194.62,-0.0019,195.42,194.66,0.55,0.86,0.42,0.73
2024-01-24 20:00:00,AAPL,194.91,195.13,194.34,194.51,7506616,market_close,1.0,195.21,194.26,-0.0021,195.17,194.3,0.42,1.12,0.72,0.83
2024-01-24 21:00:00,AAPL,194.5,194.54,193.91,194.26,2474395,market_close,1.0,194.6,193.85,-0.0012,194.57,193.88,0.87,0.5,0.11,0.66
2024-01-24 22:00:00,AAPL,194.18,194.2,194.03,194.07,56691,market_close,1.0,194.22,194.01,-0.0006,194.21,194.02,0.1,0.23,0.14,0.18
2024-01-24 23:00:00,AAPL,194.05,194.1,193.82,194.1,31899,market_close,1.0,194.13,193.79,0.0003,194.11,193.81,0.7,0.0,0.45,0.29
2024-01-25 00:00:00,AAPL,194.1,194.15,193.9,193.91,24734,morning_session,0.0,194.18,193.88,-0.001,194.16,193.89,0.02,0.43,0.37,0.26
2024-01-25 09:00:00,AAPL,194.0,194.0,193.42,193.66,30226,morning_session,0.0,194.06,193.36,-0.0018,194.03,193.39,0.6,0.61,0.16,0.61
2024-01-25 10:00:00,AAPL,193.57,193.71,193.5,193.64,11962,morning_session,0.08,193.73,193.48,0.0004,193.72,193.49,0.35,0.13,0.11,0.22
2024-01-25 11:00:00,AAPL,193.6,194.0,193.53,193.99,20763,morning_session,0.23,194.05,193.48,0.002,194.02,193.51,1.15,0.02,0.72,0.49
2024-01-25 12:00:00,AAPL,194.0,194.5,193.89,193.94,64617,lunch_session,0.38,194.56,193.83,-0.0003,194.53,193.86,0.13,1.01,0.82,0.64
2024-01-25 13:00:00,AAPL,194.23,195.09,193.61,194.9,304990,lunch_session,0.54,195.24,193.46,0.0034,195.16,193.54,3.23,0.34,1.76,1.55
2024-01-25 14:00:00,AAPL,194.93,195.64,194.45,194.81,5523081,afternoon_session,0.69,195.76,194.33,-0.0006,195.7,194.39,0.9,1.49,0.75,1.25
2024-01-25 15:00:00,AAPL,194.82,195.63,194.63,195.47,6675228,afternoon_session,0.85,195.73,194.53,0.0033,195.68,194.58,2.1,0.29,1.09,1.05
2024-01-25 16:00:00,AAPL,195.48,196.27,195.16,195.96,5904017,market_close,1.0,196.38,195.05,0.0024,196.32,195.1,2.0,0.56,0.78,1.16
2024-01-25 17:00:00,AAPL,195.96,196.06,195.53,195.81,4526873,market_close,1.0,196.11,195.48,-0.0008,196.08,195.5,0.69,0.45,0.04,0.55
2024-01-25 18:00:00,AAPL,195.81,195.96,194.05,194.12,8876597,market_close,1.0,196.15,193.86,-0.0086,196.05,193.95,0.19,3.3,2.81,2.0
2024-01-25 19:00:00,AAPL,194.12,194.12,193.11,193.56,5705193,market_close,1.0,194.22,193.01,-0.0029,194.17,193.06,1.12,1.01,0.18,1.06
2024-01-25 20:00:00,AAPL,193.55,194.31,193.45,194.19,7334125,market_close,1.0,194.4,193.36,0.0033,194.35,193.41,1.85,0.22,0.99,0.9
2024-01-25 21:00:00,AAPL,194.17,194.55,194.1,194.21,1321450,market_close,1.0,194.6,194.06,0.0002,194.57,194.08,0.28,0.61,0.37,0.47
2024-01-25 22:00:00,AAPL,194.2,194.38,193.88,194.15,119253,market_close,1.0,194.43,193.83,-0.0003,194.4,193.86,0.68,0.41,0.06,0.52
2024-01-25 23:00:00,AAPL,193.9,194.17,193.75,194.0,49716,market_close,1.0,194.21,193.71,0.0005,194.19,193.73,0.63,0.31,0.13,0.44
2024-01-26 00:00:00,AAPL,194.08,194.17,193.82,194.17,42711,morning_session,0.0,194.2,193.78,0.0005,194.19,193.8,0.87,0.0,0.56,0.37
2024-01-26 09:00:00,AAPL,193.31,193.91,193.07,193.9,36325,morning_session,0.0,193.99,192.99,0.0031,193.95,193.03,2.08,0.02,1.31,0.88
2024-01-26 10:00:00,AAPL,193.9,194.17,193.9,194.0,21765,morning_session,0.08,194.2,193.87,0.0005,194.18,193.89,0.25,0.31,0.11,0.28
2024-01-26 11:00:00,AAPL,194.02,194.35,193.79,194.35,29774,morning_session,0.23,194.41,193.73,0.0017,194.38,193.76,1.4,0.0,0.9,0.59
2024-01-26 12:00:00,AAPL,194.35,194.7,194.2,194.5,59616,lunch_session,0.38,194.75,194.15,0.0008,194.72,194.18,0.75,0.36,0.16,0.52
2024-01-26 13:00:00,AAPL,194.37,194.86,193.0,194.38,254987,lunch_session,0.54,195.05,192.81,0.0001,194.95,192.91,3.45,0.86,1.44,1.95
2024-01-26 14:00:00,AAPL,194.28,194.65,193.75,194.62,4893671,afternoon_session,0.69,194.74,193.66,0.0017,194.7,193.7,2.16,0.06,1.33,0.94
2024-01-26 15:00:00,AAPL,194.64,194.76,194.19,194.53,5060936,afternoon_session,0.85,194.82,194.13,-0.0006,194.79,194.16,0.84,0.42,0.16,0.6
2024-01-26 16:00:00,AAPL,194.52,194.57,193.91,194.04,3679322,market_close,1.0,194.64,193.84,-0.0025,194.6,193.88,0.33,0.95,0.64,0.69
2024-01-26 17:00:00,AAPL,194.04,194.08,192.46,192.47,5740538,market_close,1.0,194.24,192.3,-0.0081,194.16,192.38,0.02,2.9,2.57,1.7
2024-01-26 18:00:00,AAPL,192.46,192.76,192.27,192.45,4025723,market_close,1.0,192.81,192.22,-0.0,192.78,192.25,0.45,0.56,0.2,0.51
2024-01-26 19:00:00,AAPL,192.46,192.97,192.34,192.91,3109525,market_close,1.0,193.03,192.28,0.0024,193.0,192.31,1.42,0.11,0.82,0.66
2024-01-26 20:00:00,AAPL,192.92,192.97,191.94,192.42,8749852,market_close,1.0,193.08,191.84,-0.0026,193.03,191.89,1.2,1.0,0.12,1.09
2024-01-26 21:00:00,AAPL,192.42,192.45,192.02,192.29,1611066,market_close,1.0,192.49,191.98,-0.0007,192.47,192.0,0.67,0.29,0.18,0.45
2024-01-26 22:00:00,AAPL,192.28,192.3,192.18,192.24,44245,market_close,1.0,192.31,192.17,-0.0002,192.31,192.17,0.15,0.11,0.0,0.13
2024-01-26 23:00:00,AAPL,192.21,192.27,192.1,192.1,24778,market_close,1.0,192.29,192.08,-0.0006,192.28,192.09,0.0,0.31,0.28,0.18
2024-01-27 00:00:00,AAPL,192.19,192.31,192.15,192.28,22856,morning_session,0.0,192.33,192.13,0.0005,192.32,192.14,0.32,0.05,0.16,0.17
2024-01-29 09:00:00,AAPL,192.2,192.99,192.02,192.02,36146,morning_session,0.0,193.09,191.92,-0.0009,193.04,191.97,0.0,1.75,1.55,1.02
2024-01-29 10:00:00,AAPL,192.02,192.28,191.98,192.2,17585,morning_session,0.08,192.31,191.95,0.0009,192.3,191.96,0.55,0.14,0.22,0.32
2024-01-29 11:00:00,AAPL,192.2,192.28,192.05,192.19,6468,morning_session,0.23,192.3,192.03,-0.0001,192.29,192.04,0.35,0.16,0.08,0.24
2024-01-29 12:00:00,AAPL,192.3,192.6,192.21,192.35,53101,lunch_session,0.38,192.64,192.17,0.0003,192.62,192.19,0.35,0.45,0.18,0.41
2024-01-29 13:00:00,AAPL,192.3,192.66,191.95,191.95,123343,lunch_session,0.54,192.73,191.88,-0.0018,192.7,191.91,0.0,1.28,1.14,0.75
2024-01-29 14:00:00,AAPL,191.95,192.2,189.58,190.77,7942528,afternoon_session,0.69,192.46,189.32,-0.0061,192.33,189.45,2.99,2.57,0.37,2.75
2024-01-29 15:00:00,AAPL,190.78,192.0,190.49,190.59,6238236,afternoon_session,0.85,192.15,190.34,-0.001,192.08,190.41,0.25,2.54,2.1,1.59
2024-01-29 16:00:00,AAPL,190.59,191.03,190.4,190.78,4282311,market_close,1.0,191.09,190.34,0.001,191.06,190.37,0.94,0.46,0.19,0.66
2024-01-29 17:00:00,AAPL,190.78,191.16,190.72,191.05,3415916,market_close,1.0,191.2,190.68,0.0014,191.18,190.7,0.83,0.2,0.35,0.46
2024-01-29 18:00:00,AAPL,191.07,191.39,190.93,191.27,2655575,market_close,1.0,191.44,190.89,0.001,191.41,190.91,0.84,0.22,0.35,0.48
2024-01-29 19:00:00,AAPL,191.27,191.67,191.24,191.38,4093894,market_close,1.0,191.71,191.2,0.0005,191.69,191.22,0.34,0.53,0.26,0.45
2024-01-29 20:00:00,AAPL,191.38,192.2,191.37,191.78,8400277,market_close,1.0,192.28,191.29,0.0021,192.24,191.33,1.02,0.76,0.02,0.87
2024-01-29 21:00:00,AAPL,191.73,191.74,191.3,191.39,1008089,market_close,1.0,191.78,191.26,-0.0018,191.76,191.28,0.22,0.63,0.42,0.46
2024-01-29 22:00:00,AAPL,191.39,191.73,191.37,191.54,85392,market_close,1.0,191.77,191.33,0.0008,191.75,191.35,0.42,0.34,0.03,0.38
2024-01-29 23:00:00,AAPL,191.51,191.51,191.04,191.11,68299,market_close,1.0,191.56,190.99,-0.0021,191.53,191.02,0.18,0.72,0.53,0.49
2024-01-30 00:00:00,AAPL,191.15,191.15,190.88,190.88,44309,morning_session,0.0,191.18,190.85,-0.0014,191.16,190.87,0.0,0.49,0.43,0.28
2024-01-30 09:00:00,AAPL,190.91,190.91,190.37,190.5,31216,morning_session,0.0,190.96,190.32,-0.0021,190.94,190.34,0.32,0.74,0.45,0.57
2024-01-30 10:00:00,AAPL,190.5,190.76,190.42,190.43,9142,morning_session,0.08,190.79,190.39,-0.0004,190.78,190.4,0.03,0.59,0.51,0.36
2024-01-30 11:00:00,AAPL,190.4,190.66,190.39,190.51,14143,morning_session,0.23,190.69,190.36,0.0006,190.67,190.38,0.3,0.27,0.05,0.28
2024-01-30 12:00:00,AAPL,190.57,190.75,190.51,190.55,62113,lunch_session,0.38,190.77,190.49,-0.0001,190.76,190.5,0.1,0.36,0.26,0.25
2024-01-30 13:00:00,AAPL,190.51,191.2,190.25,190.55,127772,lunch_session,0.54,191.3,190.16,0.0002,191.25,190.2,0.75,1.17,0.56,1.0
2024-01-30 14:00:00,AAPL,190.55,191.8,190.35,191.11,5321597,afternoon_session,0.69,191.95,190.2,0.0029,191.87,190.28,1.9,1.24,0.11,1.52
2024-01-30 15:00:00,AAPL,191.1,191.17,188.22,188.49,12447413,afternoon_session,0.85,191.46,187.92,-0.0137,191.32,188.07,0.68,4.82,3.86,3.1
2024-01-30 16:00:00,AAPL,188.49,188.94,187.87,188.72,7654655,market_close,1.0,189.05,187.76,0.0012,188.99,187.81,2.14,0.4,1.02,1.13
2024-01-30 17:00:00,AAPL,188.73,188.93,187.87,187.87,4927776,market_close,1.0,189.04,187.76,-0.0046,188.98,187.82,0.0,1.91,1.7,1.11
2024-01-30 18:00:00,AAPL,187.87,188.64,187.68,188.02,4248011,market_close,1.0,188.74,187.58,0.0008,188.69,187.63,0.85,1.12,0.45,1.01
2024-01-30 19:00:00,AAPL,188.02,188.28,187.47,188.23,4843766,market_close,1.0,188.36,187.39,0.0011,188.32,187.43,1.9,0.09,1.14,0.85
2024-01-30 20:00:00,AAPL,188.22,188.27,187.8,187.98,7624828,market_close,1.0,188.32,187.75,-0.0013,188.29,187.78,0.45,0.52,0.18,0.49
2024-01-30 21:00:00,AAPL,188.04,188.34,187.26,188.26,1503089,market_close,1.0,188.45,187.15,0.0012,188.39,187.21,2.5,0.14,1.47,1.13
2024-01-30 22:00:00,AAPL,188.33,188.39,187.4,187.5,202771,market_close,1.0,188.49,187.3,-0.0044,188.44,187.35,0.25,1.6,1.26,1.04
2024-01-30 23:00:00,AAPL,187.5,187.88,187.27,187.85,89120,market_close,1.0,187.94,187.21,0.0019,187.91,187.24,1.45,0.05,0.88,0.64
2024-01-31 00:00:00,AAPL,187.88,187.88,187.25,187.3,58900,morning_session,0.0,187.94,187.19,-0.0031,187.91,187.22,0.13,1.04,0.85,0.66
2024-01-31 09:00:00,AAPL,186.98,187.25,186.3,186.68,51614,morning_session,0.0,187.34,186.2,-0.0016,187.3,186.25,0.95,1.03,0.3,1.0
2024-01-31 10:00:00,AAPL,186.7,186.95,186.7,186.78,21367,morning_session,0.08,186.98,186.68,0.0004,186.96,186.69,0.2,0.31,0.14,0.26
2024-01-31 11:00:00,AAPL,186.75,187.28,186.55,187.2,25562,morning_session,0.23,187.35,186.48,0.0024,187.32,186.51,1.62,0.14,0.91,0.77
2024-01-31 12:00:00,AAPL,187.21,187.84,187.14,187.84,76218,lunch_session,0.38,187.91,187.07,0.0034,187.88,187.1,1.75,0.0,1.12,0.74
2024-01-31 13:00:00,AAPL,187.21,187.94,186.52,187.6,171539,lunch_session,0.54,188.08,186.38,0.0021,188.01,186.45,2.7,0.61,1.19,1.49
2024-01-31 14:00:00,AAPL,187.64,187.64,184.79,185.19,8240081,afternoon_session,0.69,187.92,184.5,-0.013,187.78,184.65,1.01,4.4,3.26,2.99
2024-01-31 15:00:00,AAPL,185.19,185.78,184.9,185.29,6762055,afternoon_session,0.85,185.87,184.81,0.0005,185.82,184.86,0.97,0.88,0.16,0.92
2024-01-31 16:00:00,AAPL,185.3,185.87,185.29,185.69,3897066,market_close,1.0,185.93,185.24,0.0021,185.9,185.27,0.98,0.33,0.33,0.6
2024-01-31 17:00:00,AAPL,185.69,186.34,185.61,186.32,3635918,market_close,1.0,186.41,185.54,0.0034,186.38,185.58,1.78,0.03,1.12,0.76
